week;tot_pop;natural_deaths;rabies_death;average_age;nb_occupied_cells;age_0;age_1;age_2;age_3;age_4;age_5;tot_infected;tot_contagious
906;52092;745;0;68.00903713124073;5903;26560;13269;7059;3921;1283;0;0;0
907;51594;733;0;68.8090889620125;5894;26271;13168;7003;3909;1243;0;0;0
908;51236;730;0;69.55567788612771;5888;26112;13033;6983;3891;1217;0;0;0
909;51094;743;0;70.16079456558334;5883;26063;12936;6997;3879;1219;0;0;0
910;51215;732;0;70.3819745045868;5921;26178;12955;6977;3879;1226;0;0;0
911;51574;775;0;70.28142347343378;5943;26358;13051;7022;3894;1249;0;0;0
912;52237;742;0;69.79172568460812;5961;26764;13170;7086;3918;1299;0;0;0
913;53009;696;0;68.92567082516831;5960;27200;13313;7208;3927;1361;0;0;0
914;53869;768;0;68.0933557933424;5961;27657;13557;7268;3994;1393;0;0;0
915;54480;884;0;67.12460130225536;5966;27994;13735;7267;4033;1451;0;0;0
916;55013;858;0;66.3322143896162;5970;28259;13866;7322;4094;1472;0;0;0
917;55518;805;0;65.73369244391972;5964;28583;13981;7331;4119;1504;0;0;0
918;55577;818;0;65.24793418647167;5959;28527;14068;7330;4140;1512;0;0;0
919;55479;842;0;65.25411528272586;5952;28497;14016;7322;4146;1498;0;0;0
920;55214;804;0;65.42266117969821;5948;28320;13974;7337;4101;1482;0;0;0
921;54719;816;0;65.83615206441414;5944;28015;13865;7314;4068;1457;0;0;0
922;54244;793;0;66.47787709082817;5939;27777;13738;7288;4024;1417;0;0;0
923;53732;752;0;67.12781350482315;5934;27510;13603;7250;3984;1385;0;0;0
924;53262;716;0;67.8464803078316;5931;27253;13487;7220;3950;1352;0;0;0
925;52713;833;0;68.64029449350551;5924;26935;13340;7194;3927;1317;0;0;0
926;52330;750;0;69.26797913900275;5916;26713;13240;7176;3910;1291;0;0;0
927;52242;728;0;69.82467733808767;5910;26687;13181;7191;3893;1290;0;0;0
928;52339;777;0;69.998290100068;5959;26758;13193;7203;3897;1288;0;0;0
929;52697;748;0;69.8478029113605;5967;26947;13288;7246;3923;1293;0;0;0
930;53213;852;0;69.39064519240043;5971;27259;13386;7302;3945;1321;0;0;0
931;53936;818;0;68.63922129974235;5968;27672;13555;7366;3985;1358;0;0;0
932;54754;879;0;67.72966809280585;5966;28084;13812;7408;4067;1383;0;0;0
933;55520;777;0;66.68158660170073;5964;28543;13951;7481;4117;1428;0;0;0
934;55969;845;0;65.80744398719708;5971;28820;14067;7471;4163;1448;0;0;0
935;56143;873;0;65.37458254682736;5964;28842;14191;7440;4202;1468;0;0;0
936;56026;935;0;65.17837994493551;5961;28830;14104;7457;4177;1458;0;0;0
937;55864;875;0;65.2665409512067;5956;28762;14047;7463;4141;1451;0;0;0
938;55464;857;0;65.51818859417892;5953;28513;13952;7463;4122;1414;0;0;0
939;55012;860;0;66.09409567064684;5951;28241;13866;7428;4077;1400;0;0;0
940;54561;831;0;66.66816780790315;5946;28013;13743;7386;4043;1376;0;0;0
941;54100;793;0;67.23724148192234;5945;27768;13610;7358;4011;1353;0;0;0
942;53773;744;0;67.92660619236824;5941;27571;13539;7340;3972;1351;0;0;0
943;53624;796;0;68.4568586367669;5937;27535;13475;7316;3978;1320;0;0;0
944;53486;884;0;68.67030716723549;5925;27456;13424;7337;3964;1305;0;0;0
945;53711;825;0;68.8133723248704;5920;27602;13411;7406;3969;1323;0;0;0
946;54243;837;0;68.45037258387866;5921;27948;13530;7443;3972;1350;0;0;0
947;54859;847;0;67.74035508277774;5921;28289;13676;7502;4032;1360;0;0;0
948;55645;785;0;67.03328771683249;5931;28680;13876;7580;4087;1422;0;0;0
949;56266;887;0;66.15720077431608;5941;28976;14070;7646;4116;1458;0;0;0
950;56723;933;0;65.46693654781053;5961;29216;14209;7645;4167;1486;0;0;0
951;57108;877;0;64.8902875765498;5981;29456;14342;7627;4195;1488;0;0;0
952;57143;887;0;64.55237366820228;5990;29447;14362;7631;4215;1488;0;0;0
953;57001;813;0;64.59566838274453;5988;29371;14301;7643;4194;1492;0;0;0
954;56566;858;0;64.94943269864453;5988;29095;14209;7610;4194;1458;0;0;0
955;56072;849;0;65.5878995638674;5979;28793;14106;7578;4144;1451;0;0;0
956;55473;862;0;66.29623256656403;5973;28464;13924;7554;4122;1409;0;0;0
957;54839;801;0;67.10727611940298;5968;28088;13745;7531;4101;1374;0;0;0
958;54299;751;0;68.04169131785238;5964;27769;13618;7490;4074;1348;0;0;0
959;53714;812;0;68.87567072372727;5962;27443;13467;7446;4032;1326;0;0;0
960;53304;748;0;69.65387229543481;5957;27193;13392;7396;4008;1315;0;0;0
961;53141;751;0;70.22036800943809;5953;27113;13360;7372;3998;1298;0;0;0
962;53201;780;0;70.48410076201753;6012;27143;13394;7376;4002;1286;0;0;0
963;53475;790;0;70.38978458720497;6030;27241;13498;7408;4027;1301;0;0;0
964;54167;747;0;69.96633667121833;6037;27651;13667;7451;4063;1335;0;0;0
965;55050;868;0;69.14823917897147;6043;28261;13805;7479;4158;1347;0;0;0
966;55864;880;0;67.97467232785675;6052;28761;13940;7577;4182;1404;0;0;0
967;56624;901;0;66.90850208321962;6053;29192;14164;7629;4210;1429;0;0;0
968;57092;901;0;66.0157385639682;6054;29363;14326;7684;4259;1460;0;0;0
969;57589;898;0;65.47677688009396;6050;29628;14506;7713;4273;1469;0;0;0
970;57648;893;0;64.98340270918584;6046;29641;14492;7761;4266;1488;0;0;0
971;57525;847;0;64.99528177320822;6043;29566;14467;7754;4258;1480;0;0;0
972;57145;876;0;65.23278433864675;6042;29334;14386;7728;4251;1446;0;0;0
973;56682;874;0;65.70771800749942;6034;29113;14253;7674;4224;1418;0;0;0
974;56146;841;0;66.36673770168872;6028;28782;14131;7645;4203;1385;0;0;0
975;55612;792;0;67.11876287169852;6025;28447;14035;7598;4174;1358;0;0;0
976;54978;876;0;67.9268671441099;6017;28060;13902;7554;4135;1327;0;0;0
977;54464;811;0;68.69125113076227;6014;27775;13773;7504;4113;1299;0;0;0
978;54104;801;0;69.40297784320668;6011;27604;13648;7481;4081;1290;0;0;0
979;53912;783;0;69.97967029875659;6004;27438;13613;7488;4085;1288;0;0;0
980;54035;765;0;70.23485803526069;6046;27509;13651;7486;4097;1292;0;0;0
981;54367;821;0;70.13293494193258;6056;27700;13731;7504;4114;1318;0;0;0
982;54974;837;0;69.77037175415654;6056;28101;13824;7526;4143;1380;0;0;0
983;55622;825;0;68.95946370200743;6055;28414;13995;7589;4204;1420;0;0;0
984;56428;835;0;68.14434081077628;6058;28809;14177;7731;4250;1461;0;0;0
985;57162;913;0;67.23345041880573;6065;29279;14312;7779;4299;1493;0;0;0
986;57624;900;0;66.41015250079982;6064;29499;14443;7806;4336;1540;0;0;0
987;57865;845;0;65.92254178481481;6058;29633;14451;7890;4319;1572;0;0;0
988;57843;939;0;65.80024944665004;6058;29649;14457;7827;4330;1580;0;0;0
989;57699;938;0;65.80216149723223;6052;29571;14465;7794;4317;1552;0;0;0
990;57377;806;0;65.97031269224685;6052;29386;14362;7779;4332;1518;0;0;0
991;56974;832;0;66.45698116544345;6052;29191;14248;7747;4293;1495;0;0;0
992;56586;775;0;67.03053435114504;6048;28961;14168;7718;4273;1466;0;0;0
993;56098;840;0;67.6237218813906;6042;28710;14040;7665;4234;1449;0;0;0
994;55651;862;0;68.26761532333985;6039;28429;13966;7635;4208;1413;0;0;0
995;55517;761;0;68.85164875204956;6036;28307;13991;7607;4198;1414;0;0;0
996;55516;806;0;69.15209007329422;6034;28331;13943;7621;4192;1429;0;0;0
997;55858;817;0;69.18248962503885;6032;28572;14017;7600;4239;1430;0;0;0
998;56390;906;0;68.82188091425243;6036;28916;14090;7669;4256;1459;0;0;0
999;57071;852;0;68.13378227519897;6051;29315;14253;7704;4289;1510;0;0;0
1000;57834;840;0;67.3244651526738;6055;29749;14389;7789;4347;1560;0;0;0
1001;58455;909;0;66.51840140535792;6077;30053;14570;7822;4414;1596;0;0;0
1002;58895;1001;0;65.86147178612455;6094;30238;14742;7861;4435;1619;0;0;0
1003;59150;905;0;65.31122607346094;6114;30328;14846;7905;4447;1624;0;0;0
1004;59156;931;0;65.12289802298218;6136;30301;14867;7906;4437;1645;0;0;0
1005;58938;932;0;65.22277754877713;6131;30163;14821;7878;4439;1637;0;0;0
1006;58466;975;0;65.5991753359902;6123;29904;14695;7838;4409;1620;0;0;0
1007;57922;903;0;66.07560412070254;6115;29581;14581;7821;4368;1571;0;0;0
1008;57322;862;0;66.71554504030844;6109;29244;14442;7772;4344;1520;0;0;0
1009;56629;883;0;67.50383599992912;6101;28870;14255;7709;4314;1481;0;0;0
1010;56036;796;0;68.36261709025129;6098;28522;14121;7670;4285;1438;0;0;0
1011;55494;805;0;69.2009197733157;6090;28209;13994;7628;4267;1396;0;0;0
1012;55102;787;0;69.90939002321458;6085;28045;13848;7609;4226;1374;0;0;0
1013;54836;864;0;70.45541871012944;6080;27919;13769;7584;4210;1354;0;0;0
1014;54911;788;0;70.72085923623446;6097;27967;13764;7602;4224;1354;0;0;0
1015;55178;857;0;70.64378214378215;6123;28149;13778;7633;4253;1365;0;0;0
1016;55947;756;0;70.21518871044798;6136;28608;13973;7670;4287;1409;0;0;0
1017;56795;757;0;69.34375792716072;6144;29041;14223;7729;4328;1474;0;0;0
1018;57769;864;0;68.38145214639466;6147;29622;14467;7780;4405;1495;0;0;0
1019;58457;949;0;67.25014079549454;6146;29982;14630;7878;4449;1518;0;0;0
1020;59050;920;0;66.40878043693623;6157;30371;14698;7937;4487;1557;0;0;0
1021;59402;926;0;65.77018099236116;6149;30510;14805;7977;4538;1572;0;0;0
1022;59430;918;0;65.45511592914302;6145;30484;14835;7967;4568;1576;0;0;0
1023;59185;942;0;65.4690876761045;6141;30328;14784;7971;4553;1549;0;0;0
1024;58750;1013;0;65.8200508835866;6135;30095;14670;7911;4539;1535;0;0;0
1025;58264;909;0;66.28597361733027;6128;29817;14558;7875;4503;1511;0;0;0
1026;57765;806;0;66.85049949528351;6122;29540;14437;7830;4469;1489;0;0;0
1027;57103;885;0;67.58808016877637;6116;29126;14310;7793;4422;1452;0;0;0
1028;56546;767;0;68.40664938937802;6112;28796;14168;7756;4397;1429;0;0;0
1029;55997;871;0;69.21970363718006;6106;28491;14040;7714;4358;1394;0;0;0
1030;55672;795;0;69.87150827868555;6098;28314;13972;7664;4354;1368;0;0;0
1031;55512;787;0;70.29288512343992;6094;28226;13933;7669;4332;1352;0;0;0
1032;55555;843;0;70.56554903144378;6139;28241;13950;7669;4334;1361;0;0;0
1033;56008;792;0;70.45633000383471;6142;28575;14017;7668;4365;1383;0;0;0
1034;56587;871;0;69.95320746504163;6147;28889;14186;7712;4378;1422;0;0;0
1035;57296;841;0;69.219746708284;6146;29278;14325;7788;4439;1466;0;0;0
1036;58036;884;0;68.390094306176;6142;29659;14489;7850;4518;1520;0;0;0
1037;58684;938;0;67.60310343619742;6142;29924;14748;7887;4550;1575;0;0;0
1038;59134;962;0;66.86776272478431;6152;30196;14821;7953;4551;1613;0;0;0
1039;59309;895;0;66.32914370095641;6149;30252;14913;7957;4571;1616;0;0;0
